"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 10:00","2024","05","05","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 11:00","2024","05","05","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 12:00","2024","05","05","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 13:00","2024","05","05","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 14:00","2024","05","05","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 15:00","2024","05","05","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 16:00","2024","05","05","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 17:00","2024","05","05","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 18:00","2024","05","05","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 19:00","2024","05","05","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 20:00","2024","05","05","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 21:00","2024","05","05","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 22:00","2024","05","05","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-05 23:00","2024","05","05","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 00:00","2024","05","06","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 01:00","2024","05","06","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 02:00","2024","05","06","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 03:00","2024","05","06","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 04:00","2024","05","06","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 05:00","2024","05","06","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 06:00","2024","05","06","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 07:00","2024","05","06","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 08:00","2024","05","06","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 09:00","2024","05","06","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 10:00","2024","05","06","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 11:00","2024","05","06","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 12:00","2024","05","06","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 13:00","2024","05","06","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 14:00","2024","05","06","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 15:00","2024","05","06","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 16:00","2024","05","06","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 17:00","2024","05","06","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 18:00","2024","05","06","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 19:00","2024","05","06","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 20:00","2024","05","06","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 21:00","2024","05","06","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 22:00","2024","05","06","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-06 23:00","2024","05","06","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 00:00","2024","05","07","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 01:00","2024","05","07","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 02:00","2024","05","07","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 03:00","2024","05","07","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 04:00","2024","05","07","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 05:00","2024","05","07","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 06:00","2024","05","07","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 07:00","2024","05","07","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 08:00","2024","05","07","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 09:00","2024","05","07","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 10:00","2024","05","07","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 11:00","2024","05","07","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 12:00","2024","05","07","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 13:00","2024","05","07","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 14:00","2024","05","07","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 15:00","2024","05","07","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 16:00","2024","05","07","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 17:00","2024","05","07","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 18:00","2024","05","07","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 19:00","2024","05","07","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 20:00","2024","05","07","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 21:00","2024","05","07","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 22:00","2024","05","07","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-07 23:00","2024","05","07","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 00:00","2024","05","08","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 01:00","2024","05","08","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 02:00","2024","05","08","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 03:00","2024","05","08","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 04:00","2024","05","08","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 05:00","2024","05","08","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 06:00","2024","05","08","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 07:00","2024","05","08","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 08:00","2024","05","08","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 09:00","2024","05","08","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 10:00","2024","05","08","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 11:00","2024","05","08","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 12:00","2024","05","08","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 13:00","2024","05","08","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 14:00","2024","05","08","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 15:00","2024","05","08","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 16:00","2024","05","08","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 17:00","2024","05","08","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 18:00","2024","05","08","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 19:00","2024","05","08","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 20:00","2024","05","08","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 21:00","2024","05","08","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 22:00","2024","05","08","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-08 23:00","2024","05","08","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 00:00","2024","05","09","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 01:00","2024","05","09","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 02:00","2024","05","09","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 03:00","2024","05","09","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 04:00","2024","05","09","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 05:00","2024","05","09","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 06:00","2024","05","09","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 07:00","2024","05","09","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 08:00","2024","05","09","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 09:00","2024","05","09","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 10:00","2024","05","09","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 11:00","2024","05","09","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 12:00","2024","05","09","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 13:00","2024","05","09","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 14:00","2024","05","09","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 15:00","2024","05","09","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 16:00","2024","05","09","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 17:00","2024","05","09","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 18:00","2024","05","09","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 19:00","2024","05","09","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 20:00","2024","05","09","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 21:00","2024","05","09","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 22:00","2024","05","09","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-09 23:00","2024","05","09","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 00:00","2024","05","10","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 01:00","2024","05","10","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 02:00","2024","05","10","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 03:00","2024","05","10","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 04:00","2024","05","10","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 05:00","2024","05","10","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 06:00","2024","05","10","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 07:00","2024","05","10","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 08:00","2024","05","10","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 09:00","2024","05","10","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 10:00","2024","05","10","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 11:00","2024","05","10","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 12:00","2024","05","10","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 13:00","2024","05","10","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 14:00","2024","05","10","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 15:00","2024","05","10","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 16:00","2024","05","10","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 17:00","2024","05","10","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 18:00","2024","05","10","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 19:00","2024","05","10","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 20:00","2024","05","10","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 21:00","2024","05","10","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 22:00","2024","05","10","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-10 23:00","2024","05","10","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 00:00","2024","05","11","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 01:00","2024","05","11","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 02:00","2024","05","11","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 03:00","2024","05","11","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 04:00","2024","05","11","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 05:00","2024","05","11","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 06:00","2024","05","11","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 07:00","2024","05","11","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 08:00","2024","05","11","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 09:00","2024","05","11","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 10:00","2024","05","11","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 11:00","2024","05","11","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 12:00","2024","05","11","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 13:00","2024","05","11","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 14:00","2024","05","11","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 15:00","2024","05","11","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 16:00","2024","05","11","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 17:00","2024","05","11","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 18:00","2024","05","11","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 19:00","2024","05","11","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 20:00","2024","05","11","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 21:00","2024","05","11","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 22:00","2024","05","11","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-11 23:00","2024","05","11","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 00:00","2024","05","12","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 01:00","2024","05","12","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 02:00","2024","05","12","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 03:00","2024","05","12","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 04:00","2024","05","12","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 05:00","2024","05","12","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 06:00","2024","05","12","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 07:00","2024","05","12","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 08:00","2024","05","12","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 09:00","2024","05","12","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 10:00","2024","05","12","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 11:00","2024","05","12","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 12:00","2024","05","12","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 13:00","2024","05","12","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 14:00","2024","05","12","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 15:00","2024","05","12","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 16:00","2024","05","12","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 17:00","2024","05","12","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 18:00","2024","05","12","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 19:00","2024","05","12","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 20:00","2024","05","12","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 21:00","2024","05","12","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 22:00","2024","05","12","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-12 23:00","2024","05","12","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 00:00","2024","05","13","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 01:00","2024","05","13","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 02:00","2024","05","13","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 03:00","2024","05","13","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 04:00","2024","05","13","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 05:00","2024","05","13","05:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 06:00","2024","05","13","06:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 07:00","2024","05","13","07:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 08:00","2024","05","13","08:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 09:00","2024","05","13","09:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 10:00","2024","05","13","10:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 11:00","2024","05","13","11:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 12:00","2024","05","13","12:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 13:00","2024","05","13","13:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 14:00","2024","05","13","14:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 15:00","2024","05","13","15:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 16:00","2024","05","13","16:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 17:00","2024","05","13","17:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 18:00","2024","05","13","18:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 19:00","2024","05","13","19:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 20:00","2024","05","13","20:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 21:00","2024","05","13","21:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 22:00","2024","05","13","22:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-13 23:00","2024","05","13","23:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-14 00:00","2024","05","14","00:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-14 01:00","2024","05","14","01:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-14 02:00","2024","05","14","02:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-14 03:00","2024","05","14","03:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-14 04:00","2024","05","14","04:00"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-05-14 05:00","2024","05","14","05:00"
